,Sentiment
26070,2
9369,0
25309,0
9611,1
1441,0
9159,1
12389,1
17363,0
20643,2
24419,0
25558,1
26169,0
25988,0
22637,2
10672,0
25693,0
31821,0
19314,2
32726,0
27848,0
31504,0
36214,1
39866,1
1713,0
17411,2
2027,1
2384,2
22967,2
20971,0
40290,2
35412,0
26785,2
13940,0
35101,0
20347,2
9652,2
2401,0
22795,0
33017,2
1009,1
36297,2
39100,0
6872,0
15493,0
29229,0
22192,0
19997,2
32332,2
10972,2
7818,0
40392,2
19651,0
34170,0
268,2
31480,1
17120,2
12137,2
31343,0
24064,2
20373,0
10883,2
26696,0
7434,2
3009,2
13699,1
16097,0
17876,0
13491,0
18112,0
25054,1
15545,1
35134,0
22218,1
1391,0
18143,0
9548,2
5987,0
31112,2
7694,1
958,0
3886,0
16719,0
30215,2
8281,1
29204,2
33369,2
5488,2
14336,2
28555,2
16211,1
31585,0
21326,1
34335,2
7758,2
6934,2
28666,2
37826,2
14334,1
27953,2
15329,1
9533,2
34349,2
1179,2
27099,2
17967,0
11818,2
26756,2
12338,0
16308,0
11529,0
39831,0
32405,1
25540,0
22813,0
8020,2
23954,2
24345,0
39683,2
35613,0
12375,0
35885,2
11268,2
10495,1
9025,1
22914,2
8192,0
7604,0
20917,2
9496,0
9812,0
25518,2
33632,2
358,2
28880,2
19360,1
2182,1
1294,0
35022,2
3509,1
31943,0
5638,0
16050,2
18497,0
10382,2
12691,2
13530,2
27912,0
21971,1
39400,2
35441,2
20890,2
29928,2
5504,0
31875,0
37737,0
8736,0
8037,0
17489,0
5381,2
5595,2
4870,0
19824,0
18186,2
4209,2
2590,2
22794,0
38826,1
18616,2
25945,2
29712,1
38130,0
15453,0
36449,2
38166,2
14316,1
24006,2
20829,2
1144,2
38307,2
27081,1
39122,1
37131,2
26327,0
5444,2
34288,2
6379,2
3074,2
14480,2
31809,1
4996,2
3195,0
18581,0
12557,0
13050,2
18040,2
18707,0
36182,2
28395,1
31296,2
29672,2
26365,2
29952,1
25577,2
31615,2
39918,0
39080,2
25724,2
40779,1
26709,2
8728,0
3590,2
7922,0
26321,2
39018,0
19372,1
21743,2
20443,0
10378,2
14079,0
998,2
18148,1
17807,0
17202,0
33177,0
3772,0
4349,1
8167,1
16439,2
7408,0
20489,2
14132,2
22566,2
20616,2
36726,1
1355,2
39376,2
40582,1
36094,0
7804,0
12635,1
29865,1
20204,2
2127,2
18482,2
34158,2
193,1
16000,2
11357,2
39640,0
11895,0
35594,1
35081,2
17740,2
20375,1
19208,0
19935,0
4511,2
7044,1
16954,0
10624,2
37491,2
14399,0
21059,2
20538,2
11894,0
39814,0
4505,0
37516,0
30761,2
27873,0
24714,1
23252,0
36765,1
36725,2
2709,1
18416,1
30418,2
1940,2
19138,2
16732,0
37045,2
33568,0
2413,2
6441,1
17516,0
21710,0
40623,0
39749,2
4739,0
2699,2
3385,2
10250,1
9535,1
32379,0
1007,0
12305,2
6211,2
1655,2
10457,2
23120,0
11418,2
12710,2
39260,1
37865,0
18578,2
8910,0
21815,2
4712,2
14187,1
13545,2
25752,0
34483,2
5126,0
25361,2
2495,2
12669,2
15127,2
19844,2
24230,2
28247,1
40981,0
1891,2
23924,2
1490,1
33207,0
9427,2
38892,2
30287,0
32240,2
30193,2
25128,0
40991,2
14579,1
34006,2
27008,0
26852,2
26150,2
35455,2
34621,0
39892,1
14393,1
11264,2
25527,0
31716,0
6375,2
36484,1
6383,0
29753,2
35591,1
30840,2
15813,0
7701,1
8589,2
10060,2
17123,0
40116,2
28261,2
15012,1
26127,0
916,0
38394,0
27491,0
27400,0
13854,2
11464,0
34708,2
31914,2
7219,0
37540,2
25607,0
28390,0
4080,2
28591,1
14536,2
13546,2
19165,0
29578,2
1084,0
24757,0
11366,0
4497,2
23042,0
21609,2
31634,0
30941,0
31697,0
20181,1
10927,2
10952,0
7374,0
16620,2
15136,2
27217,2
1616,2
16274,0
28277,2
29530,2
15355,2
671,2
22317,2
25758,2
21650,0
4978,0
21364,0
36510,0
39333,0
33660,0
10056,1
4195,1
513,2
4859,0
3008,0
34935,2
24751,0
38519,2
10064,0
26369,0
27789,0
1863,2
37767,0
18974,0
38325,0
30132,1
10729,2
32776,0
24777,0
20450,2
32225,2
27351,0
31110,0
40688,2
40638,0
38656,0
17623,1
21554,1
32828,0
25345,2
8627,0
36285,0
1324,0
17256,2
5288,0
22783,2
24929,1
29742,1
8562,0
4036,0
16648,0
1822,0
29277,0
17629,0
3068,2
2045,2
20571,2
20985,0
15715,0
40806,2
3014,1
20664,2
17867,0
30687,1
32251,1
12537,0
24304,0
40189,0
30398,1
25422,0
11442,2
30229,2
25784,2
15978,2
17100,2
28553,1
20237,0
22752,0
34740,0
5959,2
10808,0
10768,1
11483,0
9952,2
32951,0
5498,2
6927,0
38373,0
11794,0
34570,0
9478,0
23053,0
17709,0
33417,2
18805,0
26787,0
11449,2
27592,2
2373,0
9959,1
23440,1
12618,2
32483,2
14118,0
38035,0
24711,1
1589,0
6722,2
36916,1
23429,2
22823,1
8464,1
16253,1
34058,2
32337,2
2526,1
18935,0
16014,2
16652,0
10700,2
24126,0
35092,2
40728,1
33545,1
17410,1
6277,0
5590,2
19921,0
9444,0
2995,2
5534,0
25875,2
15270,1
40714,2
23401,1
38115,0
4560,2
17485,2
10652,0
19267,0
8032,2
11776,0
32127,2
20783,2
4276,0
12523,2
1742,2
3410,1
4025,2
172,2
36381,0
35861,1
23243,0
31407,2
29317,0
15282,2
3978,1
38192,0
18588,2
31689,1
37113,1
21790,0
7421,0
30495,1
12156,0
29104,0
24268,0
22206,2
19742,1
34316,1
97,2
31379,0
17471,0
38226,2
2433,0
28059,2
40548,1
9371,1
8874,2
34118,2
40192,0
16706,0
14497,0
33993,0
24121,2
41072,0
9138,2
3324,0
6819,1
35061,0
28090,2
21634,2
25622,1
19834,1
34456,0
32106,0
26296,2
29934,0
38487,2
18157,0
20094,0
34244,1
11018,2
24163,2
37307,0
7008,0
1254,0
7821,0
11995,0
12646,0
21635,2
34405,2
33936,0
1866,1
32751,1
36482,2
29670,2
10800,0
27301,2
32525,0
8334,1
9843,0
25448,2
39438,2
1769,0
41120,2
13597,2
13149,1
3955,1
36825,0
16582,0
41126,2
33092,0
26821,1
25354,2
29805,1
19041,1
12462,2
2291,2
23850,2
36186,2
40505,1
4931,0
38295,2
8654,2
26218,0
13598,2
305,0
25260,0
15916,2
31473,2
31078,2
38952,2
39056,0
23840,2
28392,2
2733,1
24775,0
37981,2
26811,1
18811,2
6264,1
6538,2
18451,0
21295,2
12066,0
14218,1
13922,2
24867,0
4624,2
7873,2
3764,1
17181,0
5576,2
161,0
1406,2
36958,0
9908,2
9737,2
12949,2
11922,1
10519,0
28903,1
1217,1
8358,2
28770,2
624,2
21498,2
18892,0
38466,2
31577,2
39893,2
39684,2
27676,0
18762,2
14396,0
10407,1
36494,2
1149,2
12218,0
28654,1
31985,0
7763,0
16959,1
28803,0
35550,1
25709,1
22588,0
9001,0
38612,2
30882,2
23839,2
16791,2
32334,0
247,0
26663,2
13525,0
9762,0
31367,0
4196,0
8094,0
29548,2
4881,2
17925,1
18679,0
3488,2
28355,1
20822,2
1666,0
39395,2
25374,1
4320,0
10942,0
10999,1
19052,2
30496,0
7489,0
38182,1
5722,1
11591,0
8602,0
19939,2
37852,1
16625,2
24463,0
9244,2
26635,2
14743,1
15835,2
29512,0
29309,1
37214,2
36669,2
37947,0
11668,0
30896,2
27288,1
27000,1
18486,2
27117,2
37791,0
18355,1
35029,1
15914,2
37568,2
14104,0
11457,2
29833,2
11682,1
39463,2
2588,0
33345,0
5432,1
31033,0
28871,2
19024,2
3093,1
14600,0
34260,0
9113,2
5239,2
18414,2
36488,1
1194,1
23375,2
26554,2
18836,1
32117,2
28189,2
32402,0
9756,0
24280,2
36250,0
34187,2
8794,2
19329,2
40451,1
19987,0
25230,0
25770,0
38408,1
15990,1
16140,0
540,2
39805,0
26992,0
29242,0
34453,0
7030,0
29278,0
9980,2
40293,0
11008,0
12098,0
26724,1
5922,2
22716,1
16420,0
37268,0
23433,0
16765,0
8655,0
14276,2
37497,0
9065,0
37072,1
12100,0
34105,2
12888,0
37708,2
5892,2
27482,1
6580,1
30149,1
8177,2
8355,1
11219,0
22565,2
18617,2
5368,0
34185,0
33573,2
32449,0
14333,2
1522,0
30167,2
24980,2
3531,0
29292,0
20455,1
39469,0
33125,2
7601,0
15003,2
36711,0
39157,0
24091,2
38709,1
14871,2
5816,0
14057,1
35859,2
28947,2
7069,0
30370,2
8906,0
24604,0
27449,1
29042,2
25084,0
30350,0
15335,2
27205,0
4987,1
38244,2
8714,0
36558,0
24707,2
3713,0
1371,1
16074,2
3463,1
11240,1
35110,2
14149,2
40866,0
30373,2
34496,2
4087,1
7717,1
25123,1
4132,0
21426,2
2096,0
40968,1
21138,0
10066,2
32687,0
4392,0
7465,0
16481,0
15239,2
16554,2
17521,2
28711,1
11609,0
27691,1
39477,2
17242,0
23959,1
37529,2
6972,2
1117,2
9888,0
16998,2
22523,1
13125,0
25280,1
26046,0
29474,0
17527,2
5618,2
5249,1
13175,2
12125,0
15605,0
20134,2
21820,2
23222,2
30432,0
24727,0
21699,0
4443,2
7086,2
22573,2
15664,1
15450,2
27850,0
28642,2
24571,2
2751,2
38156,0
37834,2
8687,2
15301,1
725,1
20055,1
28793,0
27475,2
17684,0
11236,2
208,1
29948,1
9979,2
32407,0
27725,2
853,1
24172,2
13451,1
35467,2
9414,2
10957,1
5783,2
25902,0
33864,1
975,2
20825,0
29197,2
18380,1
24083,1
36085,0
19817,1
10867,0
16962,0
10109,2
28099,1
1705,2
4515,0
26441,0
10810,0
36652,1
8323,0
35830,1
6571,2
12228,2
1893,2
26835,0
25486,0
17227,0
10981,0
32154,2
34220,2
38106,2
23366,2
41036,1
6752,1
5569,0
33862,2
3790,1
29270,1
38105,2
37968,0
22907,2
33634,2
20180,2
40378,2
8637,2
2459,0
36444,2
31387,0
6553,0
37867,2
4921,2
13864,2
10922,2
3812,0
126,0
37605,2
29100,0
10059,1
24955,2
4334,0
8695,2
2516,0
1829,0
37703,2
7241,1
28031,1
16503,0
21592,0
40267,0
9330,1
34394,2
3188,1
4790,2
15348,2
38947,2
30786,2
30335,0
3630,1
40639,0
17948,2
34646,2
28291,2
17728,2
5532,0
3303,2
37650,0
32782,0
13342,2
39746,0
7831,0
30412,2
29961,2
31527,2
4234,1
25608,0
33587,2
4842,2
40111,2
31359,2
26963,1
35765,2
9429,2
30171,2
30015,2
6014,2
31292,2
21638,0
1904,2
16251,0
30469,1
5124,1
16276,0
4299,2
14398,0
27066,2
15061,2
34069,0
1270,0
4926,2
16561,2
40827,0
40704,0
10054,0
30772,0
40685,1
23065,2
23689,2
24818,1
38944,2
27042,0
11768,1
35804,2
11076,0
11429,0
26199,0
35056,1
30210,2
1131,1
35431,2
39443,0
1861,1
4657,1
12889,1
21777,2
13181,1
36516,0
5630,0
15283,2
8431,2
26582,1
19058,1
39770,2
27939,1
9991,0
28162,2
31190,1
13551,0
40018,0
9630,2
15518,1
16789,2
34700,0
16546,1
17214,2
3516,0
9757,0
40011,2
27775,2
36399,1
17413,0
20412,1
41053,2
10821,0
17320,1
18963,0
38044,2
2808,1
33618,2
20019,1
8412,0
30013,0
26128,2
20809,0
3145,0
39945,1
35603,1
34025,0
10325,2
21797,2
6735,1
6608,1
29842,2
36721,2
16272,2
230,0
40045,1
21368,2
11301,2
19284,1
17780,2
30638,0
16601,1
7093,2
13621,1
13658,2
27065,1
17985,0
34984,2
18655,1
967,0
23179,0
14666,2
15690,2
35165,0
32262,0
21294,2
8962,0
14702,0
23637,0
25618,2
30202,1
7977,2
7872,2
4810,0
7844,2
37096,1
32847,0
9482,2
5690,2
20723,2
34649,1
17571,1
31852,2
39317,2
35869,2
30621,2
15083,2
12356,0
40955,1
10892,2
24918,2
3236,2
16243,0
17437,0
29333,2
16569,0
6037,0
13679,0
14453,2
3019,0
33263,0
24024,0
24991,2
29598,1
10267,0
15805,0
9583,2
40455,0
40215,1
14062,2
37835,2
27364,0
36279,0
17416,2
20902,0
36727,2
17565,0
18052,0
36244,0
12992,2
27349,0
30822,1
28041,0
6170,2
11226,0
1997,0
23459,0
23195,1
8993,0
17872,2
20148,2
20329,2
9341,0
30982,1
2223,0
13366,1
14573,0
19001,2
23939,1
34310,2
38719,0
1766,1
2584,1
20309,0
32850,0
21183,0
17756,0
16061,2
1881,2
9137,0
39250,0
15543,0
12381,2
413,0
16828,2
19122,0
24076,2
31457,1
1894,2
31968,1
35618,0
31599,2
24418,2
38018,0
35368,0
670,2
33429,0
39868,2
12411,0
20416,0
23483,0
7877,1
17893,2
40132,1
38437,2
15202,2
34473,0
3082,2
35398,0
14052,2
129,2
37508,1
4905,2
35561,0
5472,0
2110,1
30255,1
12304,0
16300,1
40137,2
19652,2
32827,2
39428,2
1849,0
5581,2
1040,2
1526,2
3875,2
25753,2
7393,2
32614,0
25275,2
10875,1
21827,2
20357,2
7478,2
9639,0
17668,0
18424,2
30443,2
35167,0
5478,0
26915,0
4262,0
20980,2
14347,1
19303,0
4941,0
4878,0
21738,2
774,0
38390,1
7111,2
40908,1
4545,2
29089,0
9389,2
6428,1
40287,2
18179,2
125,0
12716,0
27020,1
10582,0
20025,2
27663,0
8302,2
4711,0
38864,0
28925,0
35158,1
40525,2
18128,0
27756,0
2828,2
3877,1
39623,2
7643,2
31568,0
22059,0
12369,0
14714,2
5190,2
18013,1
415,0
29498,2
23556,1
13778,2
35440,2
36423,1
8021,2
37111,2
40594,2
30046,2
32640,1
38286,2
34811,2
20199,0
26586,2
27995,1
14589,1
35105,0
38476,0
32207,0
23292,1
4883,0
10421,2
37034,0
34636,2
5644,0
41085,2
33474,2
29310,1
6317,2
25343,2
33826,0
6885,0
40063,2
15150,2
20544,2
30146,2
8426,0
8675,1
19133,0
12155,2
49,0
1498,2
11921,2
34186,0
13752,0
30286,0
19839,2
5727,1
10987,1
5465,1
12999,2
5681,2
31881,1
36608,0
26568,1
36573,0
16051,0
9070,2
4803,1
21479,0
40140,1
31934,2
31866,2
13558,2
7170,1
22164,2
8183,0
37988,2
7192,0
30173,2
40867,1
7555,2
17606,0
29818,1
37550,1
4539,0
12039,1
19415,0
14840,2
31175,0
8511,2
8791,0
39328,0
3243,0
17638,0
25889,0
23846,0
2378,2
38859,1
16645,1
34278,0
28192,0
2770,0
4967,2
29586,2
5013,0
21470,2
36003,1
12836,1
40446,0
18044,2
14092,2
32437,2
29990,0
38500,1
15644,2
27532,0
27237,2
22441,2
36509,1
37997,1
32497,0
33454,1
10581,2
23975,0
32729,1
36602,2
37571,1
4225,2
27560,2
1583,0
25685,0
20922,1
22401,0
32633,0
810,0
33971,2
33311,1
14821,2
6693,2
18116,2
13768,1
35387,2
23295,2
18431,0
30258,2
32808,0
33477,0
39732,2
27498,1
8861,1
8828,2
7238,0
19228,2
23236,2
27240,2
8719,0
35628,2
23080,2
5704,1
4122,0
6407,2
21497,2
18259,2
5997,1
39348,0
7786,1
5433,0
8387,2
31459,1
35957,2
30641,0
25256,0
5308,0
16786,0
15740,0
22872,0
35529,0
9220,2
6223,2
17382,0
25368,0
7448,2
4641,1
6491,0
3934,0
40634,1
19714,2
40628,2
16458,2
29271,0
9401,0
463,2
25877,0
11996,1
10281,0
32590,2
17273,0
15302,0
16572,2
11576,2
16705,0
1010,2
23452,2
22818,2
19892,2
26242,1
33907,2
34148,0
10254,0
6394,2
15887,0
23796,2
15178,0
16698,0
8409,0
34704,0
22721,2
21260,0
40897,0
1437,2
12461,2
11948,2
32004,0
28461,2
37951,2
15737,2
14304,1
1338,1
37934,0
32565,0
20996,0
5031,0
28815,1
21264,2
38339,2
39367,0
39047,0
10826,2
20528,1
27960,0
38953,1
36712,1
33874,2
30174,1
19514,2
39614,2
6828,2
1265,2
27630,2
38960,2
6720,2
12187,2
5312,2
37954,1
18408,2
10533,2
39135,0
17312,2
29262,2
14996,2
6863,0
7829,2
12902,2
43,1
33007,2
25111,2
22984,2
14663,1
5185,2
29486,2
18690,2
21978,0
15965,2
30332,0
4533,2
26155,2
23142,2
37670,2
28954,0
9222,0
22027,0
37654,2
6690,2
27969,2
11940,2
40489,2
37587,0
13379,2
24201,2
15587,2
7649,2
27885,1
21362,2
38255,2
25981,2
33204,2
35392,0
6208,2
1783,2
4622,2
12680,2
1126,1
24542,1
27429,2
23505,2
10401,2
2337,1
7618,1
13386,2
29055,0
24469,1
36492,2
33884,2
22856,2
5443,0
8641,0
32930,2
13673,2
27792,1
33812,2
2482,0
6137,2
5201,2
38424,2
23925,2
12723,0
21913,2
39118,2
1612,0
17078,2
40870,2
33774,1
6071,1
13847,2
38538,2
9271,0
6397,0
33615,0
5952,0
20217,0
5219,0
39273,0
6103,2
3660,2
1738,0
4879,0
7519,2
20453,2
28014,0
24745,0
11334,1
36078,1
15249,0
22037,2
31134,1
37486,1
13578,2
29551,1
18134,1
1867,0
35666,1
12132,2
39015,0
37503,1
14372,0
35911,1
1880,1
14235,2
29927,2
33977,0
18154,2
22598,0
8965,2
35051,1
31666,0
17060,2
25699,0
7594,2
17142,1
14698,1
40878,0
21809,2
39388,2
37276,2
26089,2
13590,0
40802,2
27561,2
40516,0
39577,0
10271,1
16977,1
29031,1
17662,1
38175,2
10834,2
13023,0
18640,0
1192,2
15725,0
3147,2
13640,2
33281,1
5506,0
36145,0
9942,2
31708,0
32584,1
486,2
31335,2
8649,0
3742,0
66,0
38183,2
4157,0
32749,1
25063,2
22976,2
30830,0
36220,2
19589,2
23859,1
25530,0
10584,1
35589,2
26996,0
46,2
12920,2
14460,2
24945,2
39991,2
24833,0
456,2
29553,2
3709,0
10119,0
22373,1
29357,0
40626,2
8954,0
31895,0
21921,0
36163,0
7712,2
25487,2
40647,1
5992,2
28754,0
33848,0
16093,2
20392,2
31554,2
13396,0
27945,0
35486,2
31644,2
4434,2
7228,2
21656,2
29874,0
299,1
10973,2
7394,2
26868,2
33664,0
33192,2
22730,1
21725,0
22169,2
9007,1
27653,2
4179,0
15064,0
1726,2
40388,2
40739,0
8592,0
15073,2
1938,0
31144,1
34575,2
33419,2
38322,2
29588,0
30352,1
23345,0
24079,0
33137,0
24905,2
38155,2
6338,0
32837,2
22973,2
7819,2
10418,0
28911,2
14669,2
15781,0
19312,1
5077,0
35708,2
7262,0
8279,2
19995,0
29158,2
4146,2
23463,0
38383,2
15924,0
9633,1
23351,2
569,2
34882,2
35080,2
28631,2
21015,2
17179,0
18012,2
1539,2
9117,0
23153,0
26051,1
21770,0
26639,1
28270,0
27845,1
33056,2
3461,1
8691,0
24195,2
39311,1
35174,0
38381,0
15160,1
34184,2
30912,0
29040,2
30430,1
7317,1
15560,2
24990,2
40529,0
35248,0
7424,2
31996,0
14853,2
4319,2
25375,2
9363,2
12578,1
6395,0
24568,0
636,0
28428,2
20405,2
11597,0
8461,1
24467,0
11284,2
19286,2
17470,1
2409,2
34591,0
34064,2
8946,0
14608,2
37623,2
13287,2
16468,2
34452,0
25248,2
5795,1
30074,2
10705,0
24898,0
28702,2
22789,2
22991,2
10287,0
19322,0
5789,2
7724,1
26735,0
38351,1
5270,2
40296,1
28779,1
30683,1
8980,0
37412,2
14881,2
21745,2
7482,2
9422,2
31088,1
21366,0
8230,2
23866,2
3897,2
15467,2
2060,1
8900,0
34172,2
36902,1
36184,1
2410,0
32801,0
12044,2
20927,2
13324,1
6018,1
1245,2
2301,0
14557,0
25754,2
33938,2
24701,2
28165,2
20500,2
15890,0
3240,0
25129,1
31195,2
28891,0
33505,2
36581,2
30575,0
8771,2
21924,2
4889,0
18429,2
22060,0
25920,0
18549,2
28124,2
40950,2
33358,0
9144,1
3331,2
6438,2
29950,2
27013,0
20739,2
23614,0
4445,0
39162,1
7221,1
7404,2
24074,0
1446,0
378,2
18230,0
14581,2
31173,1
24555,0
19020,2
13097,0
33829,2
7870,2
15825,2
39149,2
7211,1
25772,0
12605,1
39549,2
2544,0
2673,2
28978,0
13469,0
19890,2
27418,0
21658,2
3025,0
5367,0
16196,2
17794,0
22394,2
28430,0
34622,2
6798,0
25781,2
4724,1
31272,0
26102,1
29285,0
35458,2
22816,2
29737,0
7894,2
14890,1
2535,1
21115,1
15323,0
14384,2
39030,0
28686,0
16500,0
30841,1
12754,0
13631,2
32116,2
17692,1
19772,1
19150,0
3142,2
17853,2
10697,2
22979,2
26115,1
22763,2
36343,2
7546,0
33396,2
40015,0
9497,2
3866,0
16635,2
29718,2
34378,0
23415,0
40031,2
35394,2
14075,0
4424,0
26726,0
10859,2
41066,0
726,0
40810,2
37241,1
16859,0
18090,2
32015,0
13176,2
28483,2
8772,0
2984,0
20769,1
34441,2
12795,2
9680,0
24560,2
30679,0
20800,2
26752,0
21529,2
10494,1
3412,0
34239,1
5373,1
17931,0
7312,1
11120,1
16494,2
10125,2
10448,0
10620,1
26037,0
4245,1
17892,0
9460,0
36137,2
33578,2
20715,0
37496,2
6110,0
37361,1
26514,0
11256,0
32738,2
5621,0
28809,0
36204,0
31858,0
16399,0
6964,1
30325,0
17526,0
26827,0
10370,2
4056,0
21020,1
2411,0
23694,2
28445,1
2715,2
33637,1
39001,2
34964,2
38420,0
3349,2
21041,2
20925,2
20140,2
37261,0
8622,0
33346,2
8137,2
30204,2
31952,1
40034,2
9930,1
7801,1
13599,0
15848,2
36786,1
40210,0
19390,1
22513,2
3895,1
34641,2
20017,0
33517,0
3151,2
40042,1
16025,2
1927,0
17385,2
37713,0
15863,1
1641,0
20216,0
19864,0
3150,2
39464,2
6251,0
31589,2
37556,0
806,0
1088,2
5596,2
39327,2
11109,0
8878,0
24270,0
21597,2
23943,2
29878,2
24788,1
10317,2
94,2
5919,0
36626,0
30594,0
29673,2
25092,2
18678,1
21250,2
30317,0
19523,0
33924,0
31216,0
33112,1
11239,0
3320,2
22018,2
13790,0
36974,0
26583,0
3584,1
20119,0
10795,1
12477,0
6769,0
19710,0
16748,1
6316,2
20351,1
5084,2
291,2
16854,2
7299,0
20989,2
28709,2
24950,2
26351,2
4679,0
22695,0
2754,1
25247,2
17398,1
37102,2
24213,1
33669,0
16714,2
21137,1
11832,2
34887,2
7771,1
23960,2
14493,1
14601,1
8737,0
34440,0
25670,2
11224,1
13393,1
19168,2
10073,2
34766,0
28457,2
26940,0
27508,0
19358,0
18335,1
22970,0
28198,1
8686,0
12849,0
519,0
16952,1
1858,2
13277,1
17116,2
26862,0
39291,1
28626,2
23759,2
34775,2
27536,2
37609,1
12756,2
14,2
31690,2
2738,2
30126,1
27096,1
18284,0
9735,0
39978,0
37057,2
11625,2
3392,2
3712,2
37212,2
2193,2
25779,2
12681,0
22672,2
31429,1
8561,0
34232,2
13318,2
28606,0
22155,1
36049,0
28197,2
7913,0
2994,0
9030,0
5310,0
9407,0
30163,2
9564,0
6144,1
18848,2
30097,1
10070,2
1786,2
32867,2
15951,0
163,0
33298,0
4474,2
29329,2
9034,0
9624,2
6044,2
12815,0
22451,0
25534,2
22796,2
23371,0
38974,1
14400,2
37662,2
3947,1
27974,2
2806,2
30355,1
6929,1
20471,1
31309,0
32286,0
17843,1
13250,2
5607,0
20295,0
27519,2
14053,2
15006,0
36140,0
12809,2
13663,2
13087,1
9249,0
7419,0
20125,1
30529,2
30662,2
15975,2
1888,0
32879,2
36452,2
13716,2
34863,0
23561,0
25404,1
2727,2
6369,2
8534,1
32719,0
21323,0
17288,0
1905,0
20872,0
16566,2
8543,0
17996,2
31987,2
37793,0
7975,2
34430,2
24672,2
9489,2
16853,2
11686,2
27095,1
20667,0
2890,2
22063,2
7532,0
19991,0
18115,0
8186,0
7325,0
10256,0
33319,0
29567,0
17160,2
10654,2
9691,0
7994,2
20632,0
1897,2
35998,1
30977,0
4631,0
31418,2
17330,1
14697,2
2084,0
36156,2
36618,1
38501,2
8062,0
41078,2
10747,1
5297,1
32231,2
32971,2
13047,2
24473,2
29443,2
9353,2
9060,0
9379,1
27030,0
19648,1
38979,2
24257,1
4436,0
26424,1
6696,0
8284,1
2379,1
19444,0
10183,0
23747,0
37807,0
1656,2
33295,2
15742,1
19416,1
6864,1
31168,2
13710,0
38605,1
37069,2
9136,2
20561,0
25808,1
36572,2
16463,1
38404,2
39973,2
15829,2
24241,2
26005,2
39055,0
26393,2
2866,2
2922,0
13100,0
22040,2
33161,0
14945,2
39074,1
36380,1
22812,0
1555,2
17594,0
41020,0
20518,0
4317,1
16148,2
14465,2
35157,1
11804,2
27720,2
27312,2
28650,1
7734,0
18743,1
26451,0
35871,1
33031,2
35760,0
7664,0
35236,0
11724,0
34263,2
10526,0
10988,2
26122,2
25658,2
40837,1
29352,1
37399,2
30414,2
34877,0
22418,1
31902,2
26519,0
10640,2
6526,0
35265,0
26549,2
23762,2
34399,2
20276,2
6190,2
9412,2
23522,2
792,0
35641,2
34299,2
25010,2
23021,2
30066,0
9572,2
35633,0
15638,0
15551,2
26933,2
32440,2
14386,0
15861,0
13107,0
31920,0
33522,2
4748,0
34941,2
2124,2
9410,0
7978,2
25433,0
40514,2
23356,2
26417,0
30947,0
25477,2
35437,0
913,1
20491,1
16999,2
5148,0
8402,2
3235,2
31528,0
20277,2
38133,0
20352,0
82,0
12768,0
32278,0
6472,2
30629,0
36069,2
19072,0
27875,0
10156,0
24415,2
12484,2
14296,1
19497,2
37771,0
7125,0
39924,2
17716,2
24240,0
30860,0
701,0
16693,2
35846,2
37346,2
26223,1
21891,2
25117,2
11479,0
35124,0
17596,2
24094,0
37267,2
28211,2
30847,0
38294,2
8393,0
23288,1
31120,2
34644,2
28034,2
1514,1
32975,2
5055,1
23754,0
36862,0
11410,0
21947,0
8575,2
4740,1
36867,2
18601,2
39688,2
28804,2
40153,0
37262,2
27490,1
38013,0
16911,1
3747,2
39596,2
5027,2
24806,1
36386,2
18031,2
25263,0
35921,2
33526,0
15315,2
25520,0
24798,0
5502,0
634,2
21817,2
39966,2
17726,0
13736,0
611,1
15720,2
30818,0
19090,0
38429,0
13103,2
18955,1
2322,2
13999,1
32436,1
38787,2
30425,0
3725,0
29174,1
27305,1
36376,2
32575,1
38143,2
24372,1
38809,0
5267,2
15963,2
9059,2
4998,2
35045,2
9579,1
5410,2
15253,1
38063,2
29220,0
5953,2
23106,1
38418,2
9604,2
8026,0
2063,1
4608,1
39876,0
16520,2
36453,2
5259,2
26763,2
7274,2
6923,1
4891,0
24758,2
16742,0
19725,2
31070,1
2483,1
12915,0
29599,0
40717,2
6622,2
11890,1
9026,2
1983,0
22344,2
28073,1
15045,2
17069,1
10371,0
14020,2
16404,2
5343,2
36416,1
185,1
17613,1
13661,0
37806,1
10925,0
4651,2
27178,0
11317,0
36556,0
20213,1
8502,1
1459,2
35995,2
4609,2
19915,1
26849,2
38031,2
22510,2
31213,2
22092,0
34994,0
15059,2
19145,0
7651,0
8348,1
29209,0
11664,2
7633,1
8150,0
6624,2
8869,0
26708,0
24062,2
6332,2
3166,0
18063,2
39313,0
1093,2
5555,2
26650,0
31548,2
15578,2
40840,0
40705,2
12000,2
22694,2
26888,0
17690,2
22943,2
16513,2
9852,0
7098,2
22772,2
10500,2
34204,2
15884,1
33461,1
33035,0
11779,2
17241,0
7359,2
32197,1
31403,2
37181,1
39582,0
17722,2
10100,1
16651,2
24000,0
15485,0
1864,1
31862,0
12043,1
6180,1
34850,2
9336,2
13858,0
40537,0
14474,0
14338,0
37229,0
23927,0
20259,2
16122,1
6042,2
758,1
15712,2
12971,0
35933,2
17950,1
35722,2
26429,2
20807,0
29877,1
11439,0
8354,2
76,0
11849,1
24766,1
40342,2
19258,0
39740,0
32760,2
21195,2
12762,2
10138,2
19255,0
31613,2
27983,2
24680,0
15382,0
1721,1
37839,0
39165,1
36075,2
18661,2
28314,2
23470,0
37633,1
39833,0
